Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
6065,5185995087,jsmoove34 (1/2),0,148.25,F Angel Reese F Naz Hillmon F Ezi Magbegor G Kahleah Copper G Lexie Hull UTIL Rhyne Howard,,,
6065,5185999214,SMITTOFF11 (4/24),0,148.25,F Angel Reese F Awa Fam F Makayla Timpson G Jackie Young G Carla Leite UTIL Jewell Loyd,,,
6065,5185999270,SMITTOFF11 (5/24),0,148.25,F Angel Reese F Awa Fam F Makayla Timpson G Jackie Young G Carla Leite UTIL Jewell Loyd,,,
6065,5185999273,SMITTOFF11 (6/24),0,148.25,F Angel Reese F Awa Fam F Makayla Timpson G Jackie Young G Carla Leite UTIL Jewell Loyd,,,
6065,5186035524,red_bwoy4 (4/5),0,148.25,F Alyssa Thomas F Aliyah Boston F Angel Reese G Jade Melbourne G Holly Winterburn UTIL Jewell Loyd,,,
6065,5186050462,NATURALSHOOTER (26/27),0,148.25,F Alyssa Thomas F Aliyah Boston F Monique Billings G Lexie Hull G Tyasha Harris UTIL Carla Leite,,,
6065,5186051618,rod288 (58/102),0,148.25,F Angel Reese F Dominique Malonga F Myisha Hines-Allen G Allisha Gray G DeWanna Bonner UTIL Valeriane Ayayi,,,
6065,5186065212,SGT_Moe (48/150),0,148.25,F Angel Reese F Ezi Magbegor F Noemie Brochant G Kelsey Mitchell G Kahleah Copper UTIL Jewell Loyd,,,
6065,5186068079,SMITTOFF11 (19/24),0,148.25,F NaLyssa Smith F Naz Hillmon F Noemie Brochant G Rhyne Howard G Natisha Hiedeman UTIL Allisha Gray,,,
6065,5186074360,marcusaurelius25 (111/150),0,148.25,F Angel Reese F NaLyssa Smith F Megan Gustafson G Rhyne Howard G Jewell Loyd UTIL Raven Johnson,,,
6065,5186075813,bigdread13 (16/29),0,148.25,F A'ja Wilson F Awa Fam F Frieda Buhner G Flau'Jae Johnson G Jade Melbourne UTIL Carla Leite,,,
6065,5186076209,bigdread13 (18/29),0,148.25,F A'ja Wilson F Dominique Malonga F Awa Fam G Valeriane Ayayi G Jade Melbourne UTIL Jewell Loyd,,,
6086,5185475182,CAREYBROOK808 (1/16),0,148,F Aliyah Boston F NaLyssa Smith F Madina Okot G Kahleah Copper G Valeriane Ayayi UTIL Bridget Carleton,,,
6086,5185620742,yaroc6 (1/2),0,148,F Dominique Malonga F Awa Fam F Frieda Buhner G Rhyne Howard G Flau'Jae Johnson UTIL DeWanna Bonner,,,
6086,5185677009,naugyhound (3/3),0,148,F Alyssa Thomas F Monique Billings F Ezi Magbegor G Kelsey Mitchell G DeWanna Bonner UTIL Valeriane Ayayi,,,
6086,5185703239,corylm009,0,148,F Bridget Carleton F Awa Fam F NaLyssa Smith G Kelsey Mitchell G Carla Leite UTIL Lexie Hull,,,
6086,5185770218,mking67086 (4/4),0,148,F NaLyssa Smith F Megan Gustafson F Makayla Timpson G Jackie Young G Carla Leite UTIL Chelsea Gray,,,
6086,5185832462,TheManilaDynasty,0,148,F Angel Reese F Noemie Brochant F Katie Lou Samuelson G Kelsey Mitchell G Kahleah Copper UTIL Awa Fam,,,
6086,5185866017,HawkeyeDanger,0,148,F Aliyah Boston F Megan Gustafson F Stephanie Talbot G Kelsey Mitchell G Jewell Loyd UTIL Carla Leite,,,
6086,5185873365,datyoungreezy (9/150),0,148,F Aliyah Boston F Myisha Hines-Allen F Nyadiew Puoch G Rhyne Howard G Allisha Gray UTIL Chelsea Gray,,,
6086,5185873400,datyoungreezy (44/150),0,148,F Aliyah Boston F Myisha Hines-Allen F Nyadiew Puoch G Rhyne Howard G Allisha Gray UTIL Chelsea Gray,,,
6086,5185880179,datyoungreezy (91/150),0,148,F Aliyah Boston F Myisha Hines-Allen F Nyadiew Puoch G Rhyne Howard G Allisha Gray UTIL Chelsea Gray,,,
6086,5185880190,datyoungreezy (102/150),0,148,F Aliyah Boston F Myisha Hines-Allen F Nyadiew Puoch G Rhyne Howard G Allisha Gray UTIL Chelsea Gray,,,
6086,5185910866,esmith911 (5/10),0,148,F Aliyah Boston F Bridget Carleton F Emily Engstler G Kahleah Copper G Jade Melbourne UTIL Jewell Loyd,,,
6086,5185910886,esmith911 (7/10),0,148,F Aliyah Boston F Angel Reese F Frieda Buhner G Flau'Jae Johnson G DeWanna Bonner UTIL Lexie Hull,,,
6086,5185928679,sixers1212 (29/41),0,148,F Awa Fam F Emily Engstler F Naz Hillmon G Jackie Young G Chelsea Gray UTIL Jewell Loyd,,,
6086,5185959321,Mav910 (10/15),0,148,F Dominique Malonga F Emily Engstler F Noemie Brochant G Jackie Young G Chelsea Gray UTIL Lexie Hull,,,
6086,5185969968,bethegoat,0,148,F Bridget Carleton F Awa Fam F NaLyssa Smith G Kelsey Mitchell G Lexie Hull UTIL Carla Leite,,,
6086,5185973161,Rowdog31 (11/150),0,148,F Angel Reese F Cheyenne Parker-Tyus F Brianna Turner G Rhyne Howard G Allisha Gray UTIL Chelsea Gray,,,
6086,5185981837,Thriftycent (5/5),0,148,F Alyssa Thomas F Emily Engstler F Stephanie Talbot G Chelsea Gray G Jewell Loyd UTIL Kahleah Copper,,,
6086,5185988186,ledkdogg (87/99),0,148,F Aliyah Boston F Angel Reese F Frieda Buhner G Rhyne Howard G Jewell Loyd UTIL Lexie Hull,,,
6086,5185991803,Bsaun32 (30/150),0,148,F A'ja Wilson F Angel Reese F Katie Lou Samuelson G Chelsea Gray G Valeriane Ayayi UTIL Stephanie Talbot,,,
6086,5185997599,budawuda (3/3),0,148,F Angel Reese F Awa Fam F Cheyenne Parker-Tyus G Allisha Gray G Jade Melbourne UTIL Jordin Canada,,,
6086,5185998065,Lynette55 (2/2),0,148,F A'ja Wilson F Dominique Malonga F Monique Billings G Kahleah Copper G Jade Melbourne UTIL Isobel Borlase,,,
6086,5186009106,Omega2224,0,148,F Angel Reese F Bridget Carleton F Awa Fam G Jewell Loyd G Jade Melbourne UTIL Jordin Canada,,,
6086,5186020896,LibertyFreedomDeath (10/18),0,148,F Aliyah Boston F Angel Reese F Frieda Buhner G Kahleah Copper G Lexie Hull UTIL Valeriane Ayayi,,,
6086,5186020947,LibertyFreedomDeath (11/18),0,148,F Aliyah Boston F Angel Reese F Frieda Buhner G Kahleah Copper G Lexie Hull UTIL Valeriane Ayayi,,,
6086,5186026303,nandop0727 (5/12),0,148,F Dominique Malonga F Myisha Hines-Allen F Katie Lou Samuelson G Jackie Young G DeWanna Bonner UTIL Angel Reese,,,
6086,5186030363,LibertyFreedomDeath (17/18),0,148,F Alyssa Thomas F Angel Reese F Frieda Buhner G Rhyne Howard G Lexie Hull UTIL Lexi Held,,,
6086,5186035348,rod288 (23/102),0,148,F Aliyah Boston F Angel Reese F Frieda Buhner G Rhyne Howard G Jewell Loyd UTIL Lexie Hull,,,
6086,5186036088,mrmvp479 (16/23),0,148,F Awa Fam F NaLyssa Smith F Naz Hillmon G Chelsea Gray G Jordin Canada UTIL DeWanna Bonner,,,
6086,5186041688,legendice24 (5/7),0,148,F Angel Reese F Awa Fam F Frieda Buhner G Rhyne Howard G Isobel Borlase UTIL Aliyah Boston,,,
6086,5186045265,Brandon1204 (16/23),0,148,F NaLyssa Smith F Megan Gustafson F Emily Engstler G Kahleah Copper G DeWanna Bonner UTIL Sarah Ashlee Barker,,,
6086,5186064637,seth1374 (27/145),0,148,F Aliyah Boston F Dominique Malonga F Makayla Timpson G Allisha Gray G Jewell Loyd UTIL Carla Leite,,,
6086,5186065190,SGT_Moe (26/150),0,148,F Alyssa Thomas F Megan Gustafson F Ezi Magbegor G Jackie Young G Valeriane Ayayi UTIL Lexie Hull,,,
6086,5186065195,SGT_Moe (31/150),0,148,F Alyssa Thomas F Emily Engstler F Naz Hillmon G Chelsea Gray G DeWanna Bonner UTIL Jewell Loyd,,,
6086,5186065206,SGT_Moe (42/150),0,148,F Alyssa Thomas F Bridget Carleton F Noemie Brochant G Jackie Young G Jewell Loyd UTIL Sophie Cunningham,,,
6086,5186065216,SGT_Moe (52/150),0,148,F Alyssa Thomas F Bridget Carleton F Emily Engstler G Chelsea Gray G Valeriane Ayayi UTIL Lexie Hull,,,
6086,5186065307,SGT_Moe (143/150),0,148,F Alyssa Thomas F Bridget Carleton F Myisha Hines-Allen G DeWanna Bonner G Jewell Loyd UTIL Jordin Canada,,,
6086,5186072557,bigdread13 (10/29),0,148,F Angel Reese F Awa Fam F Jordan Horston G Kelsey Mitchell G Carla Leite UTIL Lexi Held,,,
6086,5186072864,AJ143 (4/4),0,148,F Angel Reese F Megan Gustafson F Naz Hillmon G Chelsea Gray G Flau'Jae Johnson UTIL Teja Oblak,,,
6086,5186088904,UltimateWin4 (38/150),0,148,F Alyssa Thomas F Awa Fam F Frieda Buhner G Chelsea Gray G Allisha Gray UTIL Valeriane Ayayi,,,
6126,5185347897,Trashgirl88 (2/3),0,147.75,F Bridget Carleton F Megan Gustafson F Cheyenne Parker-Tyus G Rhyne Howard G Jordin Canada UTIL DeWanna Bonner,,,
6126,5185397242,T.Hamp,0,147.75,F Dominique Malonga F Megan Gustafson F Noemie Brochant G Jackie Young G Flau'Jae Johnson UTIL Sophie Cunningham,,,
6126,5185532378,ruff_endz14 (29/150),0,147.75,F Alyssa Thomas F Megan Gustafson F Frieda Buhner G Rhyne Howard G Lexie Hull UTIL Chelsea Gray,,,
6126,5185552753,CantGetRight69 (13/30),0,147.75,F Bridget Carleton F NaLyssa Smith F Megan Gustafson G Jordin Canada G Jade Melbourne UTIL Chelsea Gray,,,
6126,5185639164,donjuan32 (9/22),0,147.75,F NaLyssa Smith F Monique Billings F Naz Hillmon G Kelsey Mitchell G Kahleah Copper UTIL Valeriane Ayayi,,,
6126,5185639165,donjuan32 (10/22),0,147.75,F NaLyssa Smith F Monique Billings F Naz Hillmon G Kelsey Mitchell G Kahleah Copper UTIL Valeriane Ayayi,,,
6126,5185677007,naugyhound (1/3),0,147.75,F Angel Reese F Awa Fam F Madina Okot G Rhyne Howard G DeWanna Bonner UTIL Valeriane Ayayi,,,
6126,5185718330,shaheed2744 (4/12),0,147.75,F Angel Reese F Naz Hillmon F Noemie Brochant G Allisha Gray G Jade Melbourne UTIL Rhyne Howard,,,
6126,5185798535,glennhardin (1/2),0,147.75,F Angel Reese F Monique Billings F Makayla Timpson G Jackie Young G DeWanna Bonner UTIL NaLyssa Smith,,,
6126,5185928683,sixers1212 (33/41),0,147.75,F Angel Reese F Emily Engstler F Cheyenne Parker-Tyus G Kahleah Copper G Allisha Gray UTIL Jewell Loyd,,,
6126,5185987187,xstevex.2 (2/6),0,147.75,F Bridget Carleton F Megan Gustafson F Naz Hillmon G Allisha Gray G Jade Melbourne UTIL Angel Reese,,,
6126,5186013806,llllllllllllllllIll (22/150),0,147.75,F Angel Reese F Monique Billings F Frieda Buhner G Kelsey Mitchell G Valeriane Ayayi UTIL Chelsea Gray,,,
6126,5186015027,slyguy717 (6/17),0,147.75,F Dominique Malonga F Bridget Carleton F NaLyssa Smith G Carla Leite G Sami Whitcomb UTIL Angel Reese,,,
6126,5186036121,red_bwoy4 (5/5),0,147.75,F Alyssa Thomas F Aliyah Boston F Angel Reese G Jewell Loyd G Jade Melbourne UTIL Serah Williams,,,
6126,5186038511,Stree (25/26),0,147.75,F Alyssa Thomas F Dominique Malonga F Myisha Hines-Allen G Allisha Gray G Jewell Loyd UTIL DeWanna Bonner,,,
6126,5186041606,Cuddybrougham19 (3/4),0,147.75,F Angel Reese F NaLyssa Smith F Emily Engstler G Jade Melbourne G Lexie Hull UTIL Kahleah Copper,,,
6126,5186051607,rod288 (47/102),0,147.75,F A'ja Wilson F Awa Fam F Myisha Hines-Allen G Allisha Gray G DeWanna Bonner UTIL Jewell Loyd,,,
6126,5186065181,SGT_Moe (17/150),0,147.75,F Alyssa Thomas F Myisha Hines-Allen F Frieda Buhner G Kahleah Copper G Carla Leite UTIL Allisha Gray,,,
6126,5186074298,marcusaurelius25 (49/150),0,147.75,F A'ja Wilson F Megan Gustafson F Myisha Hines-Allen G Rhyne Howard G Valeriane Ayayi UTIL Jewell Loyd,,,
6126,5186074357,marcusaurelius25 (108/150),0,147.75,F Angel Reese F NaLyssa Smith F Megan Gustafson G Rhyne Howard G Jewell Loyd UTIL Sophie Cunningham,,,
6126,5186088908,UltimateWin4 (42/150),0,147.75,F Alyssa Thomas F Myisha Hines-Allen F Frieda Buhner G Jackie Young G Chelsea Gray UTIL Valeriane Ayayi,,,
6126,5186088927,UltimateWin4 (61/150),0,147.75,F Alyssa Thomas F Angel Reese F Naz Hillmon G Carla Leite G Valeriane Ayayi UTIL Frieda Buhner,,,
6148,5185663580,milligolf (140/150),0,147.5,F Dominique Malonga F Bridget Carleton F Emily Engstler G DeWanna Bonner G Valeriane Ayayi UTIL Chelsea Gray,,,
6148,5185664189,floydian80 (12/30),0,147.5,F Aliyah Boston F Angel Reese F Frieda Buhner G Sarah Ashlee Barker G Valeriane Ayayi UTIL DeWanna Bonner,,,
6148,5185685905,Bergweiser (15/20),0,147.5,F Alyssa Thomas F Angel Reese F Frieda Buhner G DeWanna Bonner G Lexie Hull UTIL Carla Leite,,,
6148,5185692039,jakieroy (2/7),0,147.5,F Angel Reese F Naz Hillmon F Cheyenne Parker-Tyus G Rhyne Howard G Allisha Gray UTIL Valeriane Ayayi,,,
6148,5185721592,YbRaw (1/2),0,147.5,F Bridget Carleton F Emily Engstler F Noemie Brochant G Kelsey Mitchell G Carla Leite UTIL Megan Gustafson,,,
6148,5185773197,Wanna_Square_Up1567 (65/150),0,147.5,F Alyssa Thomas F Bridget Carleton F Makayla Timpson G Flau'Jae Johnson G Valeriane Ayayi UTIL Chelsea Gray,,,
6148,5185906047,khp5050 (44/60),0,147.5,F Alyssa Thomas F Aliyah Boston F Frieda Buhner G Jewell Loyd G Lexie Hull UTIL Kahleah Copper,,,
6148,5185922597,systematicchaos (5/6),0,147.5,F Angel Reese F Megan Gustafson F Monique Billings G Jordin Canada G Allisha Gray UTIL Stephanie Talbot,,,
6148,5185928691,sixers1212 (41/41),0,147.5,F Angel Reese F Naz Hillmon F Cheyenne Parker-Tyus G Rhyne Howard G Allisha Gray UTIL Valeriane Ayayi,,,
6148,5185972074,KingkojakD89 (4/5),0,147.5,F Bridget Carleton F Megan Gustafson F Madina Okot G Natisha Hiedeman G Chelsea Gray UTIL Allisha Gray,,,
6148,5185982842,djsollinger (4/12),0,147.5,F Angel Reese F NaLyssa Smith F Frieda Buhner G Kahleah Copper G Chelsea Gray UTIL Valeriane Ayayi,,,
6148,5185988138,ledkdogg (39/99),0,147.5,F Alyssa Thomas F Angel Reese F NaLyssa Smith G Sarah Ashlee Barker G Lexie Hull UTIL Frieda Buhner,,,
6148,5185988193,ledkdogg (94/99),0,147.5,F Alyssa Thomas F Angel Reese F Katie Lou Samuelson G Rhyne Howard G Jewell Loyd UTIL Lexie Hull,,,
6148,5186008559,Dreal09 (1/2),0,147.5,F Angel Reese F Awa Fam F Emily Engstler G Kahleah Copper G Jade Melbourne UTIL Valeriane Ayayi,,,
6148,5186051627,rod288 (67/102),0,147.5,F Angel Reese F Bridget Carleton F Myisha Hines-Allen G Jordin Canada G Carla Leite UTIL Valeriane Ayayi,,,
6148,5186065243,SGT_Moe (79/150),0,147.5,F Alyssa Thomas F Aliyah Boston F Frieda Buhner G Kahleah Copper G Jewell Loyd UTIL Lexie Hull,,,
6148,5186074283,marcusaurelius25 (34/150),0,147.5,F Alyssa Thomas F Megan Gustafson F Naz Hillmon G Rhyne Howard G Valeriane Ayayi UTIL Jewell Loyd,,,
6148,5186074323,marcusaurelius25 (74/150),0,147.5,F Angel Reese F Bridget Carleton F Naz Hillmon G Rhyne Howard G Valeriane Ayayi UTIL Jewell Loyd,,,
6148,5186074341,marcusaurelius25 (92/150),0,147.5,F Angel Reese F Naz Hillmon F Cheyenne Parker-Tyus G Rhyne Howard G Allisha Gray UTIL Valeriane Ayayi,,,
6148,5186088957,UltimateWin4 (91/150),0,147.5,F Alyssa Thomas F Angel Reese F Frieda Buhner G Allisha Gray G Valeriane Ayayi UTIL Myisha Hines-Allen,,,
6168,5185433092,Mr420Trey (2/4),0,147.25,F Awa Fam F Megan Gustafson F Emily Engstler G Jordin Canada G Allisha Gray UTIL Monique Billings,,,
6168,5185439280,aponte123 (2/3),0,147.25,F A'ja Wilson F Naz Hillmon F Cheyenne Parker-Tyus G Rhyne Howard G Lexi Held UTIL Emily Engstler,,,
6168,5185617304,lamarrstar (1/3),0,147.25,F Angel Reese F Dominique Malonga F Noemie Brochant G Rhyne Howard G Natisha Hiedeman UTIL Luisa Geiselsoder,,,
6168,5185666253,Brandon1204 (2/23),0,147.25,F Awa Fam F Megan Gustafson F Monique Billings G Jordin Canada G Allisha Gray UTIL Emily Engstler,,,
6168,5185688616,Hey...HereWeGo1 (121/150),0,147.25,F Alyssa Thomas F Angel Reese F NaLyssa Smith G Carla Leite G Lexie Hull UTIL Frieda Buhner,,,
6168,5185691517,wax_100 (2/7),0,147.25,F Dominique Malonga F Awa Fam F Megan Gustafson G Flau'Jae Johnson G Carla Leite UTIL Tyasha Harris,,,
6168,5185783196,bucs3 (2/2),0,147.25,F Awa Fam F Megan Gustafson F Monique Billings G Jordin Canada G Allisha Gray UTIL Emily Engstler,,,
6168,5185850507,rs460,0,147.25,F Angel Reese F Emily Engstler F Naz Hillmon G Flau'Jae Johnson G Carla Leite UTIL Jade Melbourne,,,
6168,5185852492,cr24au,0,147.25,F Aliyah Boston F Angel Reese F Serah Williams G Rhyne Howard G Valeriane Ayayi UTIL Jewell Loyd,,,
6168,5185880761,JamesDFTK3,0,147.25,F Megan Gustafson F Emily Engstler F Monique Billings G Kelsey Mitchell G Natisha Hiedeman UTIL Jade Melbourne,,,
6168,5185926355,tangocash519,0,147.25,F Awa Fam F NaLyssa Smith F Emily Engstler G Allisha Gray G Carla Leite UTIL DeWanna Bonner,,,
6168,5185928652,sixers1212 (2/41),0,147.25,F Bridget Carleton F Megan Gustafson F Noemie Brochant G Jordin Canada G Allisha Gray UTIL Carla Leite,,,
6168,5185962824,nzo813 (5/10),0,147.25,F NaLyssa Smith F Emily Engstler F Cheyenne Parker-Tyus G Flau'Jae Johnson G Jordin Canada UTIL Chelsea Gray,,,
6168,5185974556,willrealchill (4/7),0,147.25,F Aliyah Boston F Ezi Magbegor F Madina Okot G Jackie Young G Valeriane Ayayi UTIL Carla Leite,,,
6168,5185988137,ledkdogg (38/99),0,147.25,F Alyssa Thomas F Angel Reese F NaLyssa Smith G Carla Leite G Lexie Hull UTIL Frieda Buhner,,,
6168,5185998392,KingJay82 (4/6),0,147.25,F Angel Reese F Awa Fam F Stephanie Talbot G Rhyne Howard G Allisha Gray UTIL Lexie Hull,,,
6168,5186006615,JaxsonsAction409 (7/14),0,147.25,F Dominique Malonga F Emily Engstler F Noemie Brochant G Rhyne Howard G Kahleah Copper UTIL Jewell Loyd,,,
6168,5186036058,mrmvp479 (13/23),0,147.25,F Aliyah Boston F Angel Reese F Frieda Buhner G Sarah Ashlee Barker G Valeriane Ayayi UTIL NaLyssa Smith,,,
6168,5186039110,mrmvp479 (23/23),0,147.25,F Awa Fam F NaLyssa Smith F Emily Engstler G Carla Leite G DeWanna Bonner UTIL Allisha Gray,,,
6168,5186051626,rod288 (66/102),0,147.25,F Angel Reese F Emily Engstler F Myisha Hines-Allen G Chelsea Gray G Allisha Gray UTIL Valeriane Ayayi,,,
6168,5186067241,smoothym2000 (4/4),0,147.25,F Angel Reese F Awa Fam F Noemie Brochant G Natisha Hiedeman G Flau'Jae Johnson UTIL Tyasha Harris,,,
6189,5185424398,jibro420,0,147,F Awa Fam F Megan Gustafson F Stephanie Talbot G Jackie Young G Rhyne Howard UTIL Valeriane Ayayi,,,
6189,5185507922,mikec102290 (1/2),0,147,F Angel Reese F Dominique Malonga F Awa Fam G Allisha Gray G Lexie Hull UTIL Jade Melbourne,,,
6189,5185552743,CantGetRight69 (3/30),0,147,F Dominique Malonga F Bridget Carleton F Awa Fam G Allisha Gray G Monique Akoa Makani UTIL Carla Leite,,,
6189,5185610719,smithcj16 (11/80),0,147,F Megan Gustafson F Monique Billings F Jordan Horston G Jackie Young G Chelsea Gray UTIL Allisha Gray,,,
6189,5185650536,Maine7 (7/63),0,147,F Angel Reese F Megan Gustafson F Frieda Buhner G Kahleah Copper G Flau'Jae Johnson UTIL Valeriane Ayayi,,,
6189,5185683934,Scorpio3K (3/6),0,147,F Alyssa Thomas F Dominique Malonga F Frieda Buhner G Kahleah Copper G Lexi Held UTIL DeWanna Bonner,,,
6189,5185688634,Hey...HereWeGo1 (139/150),0,147,F Alyssa Thomas F NaLyssa Smith F Frieda Buhner G Kahleah Copper G Chelsea Gray UTIL Jewell Loyd,,,
6189,5185708124,wwatts12 (10/20),0,147,F Angel Reese F Awa Fam F Emily Engstler G Chelsea Gray G Sarah Ashlee Barker UTIL Raven Johnson,,,
6189,5185749286,jwclark311 (2/150),0,147,F Alyssa Thomas F NaLyssa Smith F Naz Hillmon G Carla Leite G Raven Johnson UTIL Chelsea Gray,,,
6189,5185797239,MsPeach46 (1/4),0,147,F Alyssa Thomas F Awa Fam F Madina Okot G Kahleah Copper G Valeriane Ayayi UTIL NaLyssa Smith,,,
6189,5185844353,MsPeach46 (4/4),0,147,F Angel Reese F Awa Fam F Nyadiew Puoch G DeWanna Bonner G Jewell Loyd UTIL Jackie Young,,,
6189,5185866717,bha512 (10/12),0,147,F Alyssa Thomas F Awa Fam F Emily Engstler G Kahleah Copper G Jewell Loyd UTIL Jade Melbourne,,,
6189,5185890866,rwalker1 (3/11),0,147,F Aliyah Boston F Bridget Carleton F Monique Billings G Kelsey Mitchell G Isobel Borlase UTIL DeWanna Bonner,,,
6189,5185922596,systematicchaos (4/6),0,147,F Awa Fam F NaLyssa Smith F Myisha Hines-Allen G Kelsey Mitchell G Natisha Hiedeman UTIL DeWanna Bonner,,,
6189,5185930453,cheese007,0,147,F Angel Reese F Megan Gustafson F Emily Engstler G DeWanna Bonner G Valeriane Ayayi UTIL Sarah Ashlee Barker,,,
6189,5185962827,nzo813 (8/10),0,147,F Aliyah Boston F Noemie Brochant F Kyara Linskens G Flau'Jae Johnson G Jordin Canada UTIL Kahleah Copper,,,
6189,5185975899,Thriftycent (4/5),0,147,F Aliyah Boston F Dominique Malonga F Emily Engstler G Valeriane Ayayi G Jewell Loyd UTIL Sarah Ashlee Barker,,,
6189,5185991811,Bsaun32 (38/150),0,147,F Angel Reese F Awa Fam F Stephanie Talbot G Chelsea Gray G Jordin Canada UTIL Valeriane Ayayi,,,
6189,5186038572,shaheed2744 (10/12),0,147,F Angel Reese F Dominique Malonga F Awa Fam G Jade Melbourne G Lexie Hull UTIL Allisha Gray,,,
6189,5186050438,NATURALSHOOTER (2/27),0,147,F Aliyah Boston F Angel Reese F Dominique Malonga G Lexie Hull G Sami Whitcomb UTIL Megan Gustafson,,,
6189,5186051657,rod288 (97/102),0,147,F A'ja Wilson F Monique Billings F Naz Hillmon G Rhyne Howard G Lexie Hull UTIL Valeriane Ayayi,,,
6189,5186062269,Rpounds3 (6/8),0,147,F Angel Reese F Emily Engstler F Serah Williams G Jackie Young G Chelsea Gray UTIL Myisha Hines-Allen,,,
6189,5186065309,SGT_Moe (145/150),0,147,F Alyssa Thomas F Angel Reese F Myisha Hines-Allen G Kahleah Copper G Jewell Loyd UTIL Sophie Cunningham,,,
6189,5186071700,j1954 (4/4),0,147,F Aliyah Boston F Awa Fam F Noemie Brochant G Flau'Jae Johnson G Jordin Canada UTIL Monique Akoa Makani,,,
6189,5186077023,mortuculus (11/15),0,147,F Angel Reese F Dominique Malonga F Awa Fam G Allisha Gray G Jade Melbourne UTIL Lexie Hull,,,
6189,5186088990,UltimateWin4 (124/150),0,147,F Alyssa Thomas F Naz Hillmon F Myisha Hines-Allen G Chelsea Gray G Allisha Gray UTIL DeWanna Bonner,,,
6215,5185544536,krysti.love75 (6/15),0,146.75,F Angel Reese F Dominique Malonga F Bridget Carleton G DeWanna Bonner G Jade Melbourne UTIL Valeriane Ayayi,,,
6215,5185545523,Thonaston (9/64),0,146.75,F Angel Reese F Awa Fam F Madina Okot G Flau'Jae Johnson G Jordin Canada UTIL Lexi Held,,,
6215,5185552757,CantGetRight69 (17/30),0,146.75,F Bridget Carleton F NaLyssa Smith F Emily Engstler G Kahleah Copper G Jade Melbourne UTIL Chelsea Gray,,,
6215,5185614639,lancedrake19,0,146.75,F Angel Reese F Awa Fam F Monique Billings G Kahleah Copper G Tyasha Harris UTIL DeWanna Bonner,,,
6215,5185642084,PicklePete78,0,146.75,F Bridget Carleton F Awa Fam F Emily Engstler G Rhyne Howard G DeWanna Bonner UTIL Valeriane Ayayi,,,
6215,5185642377,jusnit (25/50),0,146.75,F Aliyah Boston F NaLyssa Smith F Megan Gustafson G Valeriane Ayayi G Raven Johnson UTIL Kahleah Copper,,,
6215,5185650160,cedricbrooks69 (9/9),0,146.75,F Angel Reese F Dominique Malonga F Bridget Carleton G DeWanna Bonner G Valeriane Ayayi UTIL Jade Melbourne,,,
6215,5185826371,Hawkeye-1 (2/2),0,146.75,F Awa Fam F NaLyssa Smith F Myisha Hines-Allen G Chelsea Gray G Allisha Gray UTIL Jordin Canada,,,
6215,5185873410,datyoungreezy (54/150),0,146.75,F Awa Fam F NaLyssa Smith F Myisha Hines-Allen G Jordin Canada G Allisha Gray UTIL Chelsea Gray,,,
6215,5185928667,sixers1212 (17/41),0,146.75,F Megan Gustafson F Emily Engstler F Cheyenne Parker-Tyus G Jackie Young G Kahleah Copper UTIL Valeriane Ayayi,,,
6215,5185970447,creepers1 (12/13),0,146.75,F Angel Reese F Dominique Malonga F Bridget Carleton G DeWanna Bonner G Jade Melbourne UTIL Valeriane Ayayi,,,
6215,5186051654,rod288 (94/102),0,146.75,F Alyssa Thomas F Aliyah Boston F Jordan Horston G Chelsea Gray G Lexie Hull UTIL Valeriane Ayayi,,,
6215,5186074390,marcusaurelius25 (141/150),0,146.75,F Alyssa Thomas F Emily Engstler F Myisha Hines-Allen G Chelsea Gray G Allisha Gray UTIL Jewell Loyd,,,
6215,5186080104,xXxPLOSIVE (4/4),0,146.75,F Awa Fam F NaLyssa Smith F Myisha Hines-Allen G Jordin Canada G Allisha Gray UTIL Chelsea Gray,,,
6229,5185545524,Thonaston (10/64),0,146.5,F Angel Reese F Awa Fam F Ezi Magbegor G Flau'Jae Johnson G Jordin Canada UTIL Lexie Hull,,,
6229,5185545541,Thonaston (27/64),0,146.5,F Angel Reese F Awa Fam F Monique Billings G Kahleah Copper G Tyasha Harris UTIL NaLyssa Smith,,,
6229,5185547286,greenjes,0,146.5,F Dominique Malonga F NaLyssa Smith F Emily Engstler G Chelsea Gray G DeWanna Bonner UTIL Valeriane Ayayi,,,
6229,5185612611,Lowadeck79 (5/10),0,146.5,F Angel Reese F Awa Fam F Naz Hillmon G Valeriane Ayayi G Monique Akoa Makani UTIL Rhyne Howard,,,
6229,5185612612,Lowadeck79 (6/10),0,146.5,F Angel Reese F Awa Fam F Naz Hillmon G Valeriane Ayayi G Monique Akoa Makani UTIL Rhyne Howard,,,
6229,5185614272,DMax,0,146.5,F Angel Reese F Monique Billings F Stephanie Talbot G Kelsey Mitchell G Kahleah Copper UTIL Lexie Hull,,,
6229,5185663554,milligolf (114/150),0,146.5,F A'ja Wilson F Angel Reese F Monique Billings G Jewell Loyd G Sophie Cunningham UTIL Valeriane Ayayi,,,
6229,5185669961,SBPD1016,0,146.5,F NaLyssa Smith F Emily Engstler F Monique Billings G Chelsea Gray G Jordin Canada UTIL DeWanna Bonner,,,
